asian_number,rating,review
,5.0 out of 5 stars,A cada capítulo fui desenvolvendo maior compaixão pelo sexo feminino.Note que eu sou mulher.Obrigada pelo seu lindo trabalho
,5.0 out of 5 stars,"I really enjoyed how Caroline explained and compaired current data on women in our society in an extraordinary factful way by emphasizing aspects from everyday life to medicine, R&D,.. A must read for all men and women!"
,5.0 out of 5 stars,"Muchísima información super interesante, cosas que ya sabíamos, pero muy bien explicadas, detalladas, y con información contextual, todo muy bien respaldado, muy buena lectura!"
,5.0 out of 5 stars,Absolutely great
,5.0 out of 5 stars,"Great gift to give some one who is a ""math geek""."
,5.0 out of 5 stars,A helpful overview and introduction to Artificial Intelligence / Machine Learning.
,5.0 out of 5 stars,Read this book. And be prepared to know the impact of ML in the world we live in.
,2.0 out of 5 stars,"I hate to write negative reviews, but this time... I should have read negative reviews in advance...it's probably my worst buy at amazon... It's even hard to say who should read the book.. If you go to the bar and after third pint decide to talk about ML this would be it. Lack of systematic approach, lack of relevant explanations of what are applicable areas of particular methods... NOTHING... skimmed through 3 chapters and still have an impression I'm reading and intro section.. Just wondering who are all the people who gave it 5 stars :("
,1.0 out of 5 stars,"Not good.  Mr. Domingos clearly knows a lot about machine learning, but he is on his personal hunt for something that doesn't exist yet, what he calls the master algorithm which is supposed to unify all the techniques of machine learning into a single algorithm.  The whole book is his trying to sell his idea of this non-existent master algorithm as something that does exist, and just needs to be found.The byline on the book from Walter Sara son says ""Domingos demystifies machine learning"", which made me expect this would be a book that helps educate on the basics of machine learning (as they exist) and its implementations and uses.  But instead it is just a book about Domingos windmill he is chasing."
,5.0 out of 5 stars,"Like many other big corporation managers, I am faced with a new challenge: how to digitally transform our company, our work processes, and our business models. Machine learning is one the terms I encounter often, and it is essential to know what this is all about. This book very efficiently raises my understanding to a new level; now I have a good overview of the basic bulding blocks of machine learning algorithms.Great read! Highly recommended to anyone in any line of business in 2016!"
,1.0 out of 5 stars,"Difficult to read, not engaging."
,5.0 out of 5 stars,Pedro is a master.
,1.0 out of 5 stars,where are the examples to download????
,5.0 out of 5 stars,This book helped me learn and teach myself much more effectively.
,5.0 out of 5 stars,"The examples in this book give a quick path to doing real deep learning with Keras. There is a lot of theory in deep learning (and I enjoy learning and knowing the theory), but it's also nice to have a solid handle on how to actually implement a deep neural network using a commonly used framework."
,5.0 out of 5 stars,"If you're interested in AI -> Machine Learning -> Deep Learning, this book is an essential primer."
,5.0 out of 5 stars,"One of the best Deep Learning books! For beginners, the theoretical explanations might seem somewhat insufficient, but, the practical parts are the best. You can be able to build your own networks easily after having read this book."
,5.0 out of 5 stars,The best book I read after looking at other similar ones to learn deep learning based on Keras. The author being part of Keras implementation team know it deep down and explains the topics very well. Reading this book helped me get it and be able to start using it for my research.
,1.0 out of 5 stars,The print book feels like a fake copy and the pBook matrix doesn't let me register for the ebook on Manning website.
,1.0 out of 5 stars,"I am not judging the content which seems fine. It is the images/listings layout and text formatting errors that annoyed me so much that i returned this digital edision. Amazon, please pay more attention to quality."
,1.0 out of 5 stars,The book smells really bad. Its the smell of the ink used for printing.Disappointed with the quality.
,5.0 out of 5 stars,Great book!This book is for anyone who wants to learn machine learning using the python front end Keras. It is well written  and easy to follow.Thanks to the author for this gift.
,1.0 out of 5 stars,"I've only had this book for a few weeks, and already pages are just falling out. I see I'm not the only reviewer to have this experience."
,5.0 out of 5 stars,"Every schoolchild, policy maker and CEO should read this book. It highlights hidden biases affecting all levels of life that negatively affect women's lives. I was shocked but at the same time grateful I learned about biases that personally affect myself and those around me that I didnt even realizr before. Its also an extremely easy read, i just flew past the pages."
,5.0 out of 5 stars,Everyone needs to read this book!  Then we need to change things. Caroline lays out how women - at least 50% of the population - are routinely ignored in every facet of every society from what seems like the beginning of time.
,5.0 out of 5 stars,"Sehr lesenswertes Buch, dass die Unterrepräsentation der Frau sowie Sexismus im Alltag mit gut recherchierten Quellen in verschiedenen Ländern aufdeckt. Erstaunlich, in wie vielen Lebensbereichen die ""The Default Male"" vorherrscht! Um so wichtiger, dieses Buch stark zu machen. Absolut empfehlenswert."
,5.0 out of 5 stars,"Sehr interessant und lehrreich. Manche Beispiele hatte ich noch nicht gehört, obwohl ich mich schon etwas mit dem Thema beschäftigt habe. Lesenswert!"
,5.0 out of 5 stars,"with data and a lot of information, this book show us how women are excluded of our society systematically. This book opened my eyes about this"
,5.0 out of 5 stars,"Excellent analysis of the way the western world has been fashioned for a single elite group and has ignored so much evidence that society in all its complexity could be so much more egalitarian. This should be compulsory reading for politicians, public servants, researchers, doctors and social workers, economists, business leaders, designers, workers, architects, police and military services, everyone! Its arguments are devastatingly well written, researched, analyses and presented."
,5.0 out of 5 stars,Un libro que debe estar en el estante de todas las mujeres para entender el mundo tan incómodo en el que debemos vivir. Una lectura indispensable para que los hombres tengan mayor empatía con la realidad que vivimos las mujeres y que piensen cómo pueden ayudarnos a vivir en un mundo más equitativo.
,5.0 out of 5 stars,Hauntingly informative and spectacularly well written
,5.0 out of 5 stars,This should be common knowledge! I definitely recommend reading the book. I can't believe I didn't know about this until now. It should be taught in school!
,2.0 out of 5 stars,"Bought as ""used but good condition"" - NOT so - overall worn, scruffy and rather greasy plastic cover, inner front sleeve full of scribles and page refs., all pages brownish colored and stiff as if they had been wet and then dried up, stains on pages from coffee/water. As I got it for a present I am rather disapointed."
,5.0 out of 5 stars,"Haven't read the Tensor Flow part yet (second half of the book) but the first half was extremely enjoyable. When you are reading it pay attention to details (narrative) because the author is sharing very practical approaches to some problems. I've read many other books on Machine Learning but they are too academic (other authors often times omit practical issues like complexity of the algorithms, etc.).I'm excited to read the second half too, and then I may update my review accordingly.If you're wondering if this books is right for you I'd recommend downloading the first chapter for free on Kindle. You will see that the author has a gift of writing in such a way that you are not tired reading it. Few authors have it.Highly recommended."
,5.0 out of 5 stars,"With the rise of deep learning we have ended up getting so many people writing terrible books on the topic just to make a quick buck. The field is moving fast and people are really in need of good sources so a lot of us end up handing out cash for books that look like they have been written over a few days by copying and pasting content from the internet. I fell for some of these books (many written through packt publishing).Not this book though! the author is a legitimate computer scientist and he has written an amazing book that i think is useful both to researchers and practitioners.However, i just wish he would write a new edition and incorporate some of the new changes to tensorflow!  I would happily pay to buy his new edition.H"
,5.0 out of 5 stars,"Excellent book. The information provided is a fantastic introduction to machine learning and deep learning with Tensorflow. I got into the machine learning world via Andrew Ng's Coursera course as well as fast.ai courses on deep learning. I felt like there was always some knowledge assumed about ordinary machine learning that I was lacking. E.g., what's an appropriate cost function? what's the real difference between classification and regression? This book provides that foundation. I finally feel like I have a firm grasp of machine learning.I did not spend too much on the Tensorflow part of the book because I have been working mainly with PyTorch. But whenever it becomes necessary for me to learn Tensorflow, the second part of this book will be the first place I turn.Despite what other reviews say, the print quality of the book is excellent like a typical O'Reilly book. But you have to be careful not to buy it from resellers who will sell you copies of an early release that they printed off the internet and glued together. I made this mistake and had to ask Amazon for a refund to buy the genuine article. The resellers will price their book just a couple of cents below the real thing so when you Add to Cart, it will add their counterfeit book and you won't realize it until you receive it in the mail. Take care to ""See all buying options"" and only buy if it is Sold by Amazon.com. ""Fulfilled"" by Amazon is not good enough. The seller itself should be Amazon.com. Otherwise there's a good chance you will get a very poor quality copy that many of the reviews are complaining about."
,5.0 out of 5 stars,"As a person who is brand new to machine learning, I must say that this book is very easy to read and understand unlike a lot of other books that drown you in theory before you even know where it's going. I think the format of the book is very well-thought out. Chapter 2 (out of 16 chapters) being an ""End-to-End Machine Learning Project"" really helped in setting the stage in a very hands-on manner. I love how the exposition on the statistics, linear algebra, and other mathematical concepts involved in machine learning are introduced only when needed while still being thorough enough to have a good understanding. I can't say enough good things about this book. I highly recommend it to anyone new to machine learning."
,5.0 out of 5 stars,"This is by far the best material I have come across when it comes to machine learning, more than Methods of Statistical Learning, which many people consider to be the Bible in the subject. The author lays out how projects should go from the planning phase all the way to the maintenance phase. Each algorithm is discussed in detail with use cases and without drowning the reader in math proofs. Each piece of the code is discussed. If it has been a few years since college then the included Jupyter notebook math refresher is enough to get the gist of what's going on in the background and follow along.From basic linear regression to multiple neural networks to recreate something similar to AlphaGo, this book has it all."
,5.0 out of 5 stars,"Outstanding text for bringing non-computer scientists and non-mathematicians into the field.I'm teaching a group of biomedical researchers, who will ultimately be machine learning end users, from this book.If you are looking for a practical introduction, and guide to avoid the large number of pitfalls in ML, this is a good place to start.If you are looking for a deep, theoretical tome, look elsewhere.A knowledge of Python / Jupyter Notebook are helpful, but a software engineer will go into convulsions upon seeing the organization of the code."
,5.0 out of 5 stars,"Amazing resource for ML and TensorFlow. Geron's book really shines when he demystifies TensorFlow through building structures with basic parts to first illustrate what's going on under the hood, and then using built in functions to replace the basic parts to make things practical. In doing so, I was able to understand exactly what was going on in each of the neural net architectures, as well as learn how to structure a proper TensorFlow program. The diagrams he includes are also extremely helpful. If you're unsatisfied with knowing what neural nets generally do, and want to learn *just* enough mathematics and the underlying programming going on behind the scenes, then this book is for you!One thing to note is that in my print copy of the book, there are a few diagrams (very few, like 3-5, out of probably a hundred total) which are missing, as in the diagram box is there but it's just white space inside. It's odd, and while it doesn't happen often, it still makes me urge the buyer to go with the e-book version instead."
,1.0 out of 5 stars,"Typos in the formulas, ridiculous examples, unneeded code examples for functionality that already exists in the sklearn libraries. Makes things more confusing than they need to be. If I wasn't required to buy this book for school I would return it with a note to the author to retire. How anyone could think this book is good is beyond me, especially when there are other good introductory ML books out there."
,5.0 out of 5 stars,"Best book on Machine Learning ever! I recommend this as a Universal guide to ML.Code snippets are brilliant and useful to get going. The explanation of concepts is so beautiful, anyone can learn ML even my mom on reading this book.Hats off to the author on making a subject that has been troubled by bad documentation explain with such ease"
,5.0 out of 5 stars,"The author has done a good job in providing ""Hands-On"" material to go along with theoretical understanding of Machine Learning. Other authors will do better justice to the explain the theory and show the math, e.g. Tom Mitchel; Christopher Bishop, et al; Richard Duda, et al, etc. But when reading these books while taking classes, I felt that I was missing details on how to go about to practice the theory. The author, as an expert practitioner, provides code on to clean up data, find relevant attributes, and use different and alternate methods to understand data. This a great introduction to practical matters in Machine Learning. It is a great companion to be able to run experiments to practice the theory,"
,5.0 out of 5 stars,"I thoroughly enjoyed this book.  It gives an brief non-technical overview and history of machine learning and walks you up to the rivers edge of understanding what a general purpose learner is and what its implications on society are.  There are no equations in this book.  Mr. Domingos talks about machine learning at a very high level, which makes it quite accessible.  To fully appreciate some parts of this book, you will need to be comfortable with a little abstract reasoning.  A motivated high school student could read this book."
,5.0 out of 5 stars,Fantastic book
,5.0 out of 5 stars,Amazing book!
,5.0 out of 5 stars,"“The Master Algorithm” was a pleasant read. It sums up all major schools of machine learning algorithms succinctly and intuitively without heavy mathematics. It explores the pros and cons of each, and postulate a future master algorithm which could integrate them all to build general purpose artificial intelligence. Pedro also made his own extrapolation of the future AI-empowered society with a tint of optimism. Highly recommended to those who want to quickly slice through the jungle of ML algorithms and have an intuitive understanding of AI/ML from the body of knowledge perspective."
,4.0 out of 5 stars,"Great book for helping me ""refresh"" my knowledge of AI from when I got an advanced degree in Computer Science -- many years ago.  Easy to read and covers a pretty broad range.  4/5 stars because Pedro is intentionally ""opinionated"" at times and I don't always agree with his opinion -- but I do appreciate the fact that he's put them out there!"
,5.0 out of 5 stars,"This book is fundamental for the ML enthusiasts conceptual bookshelf.Some have complained about it's lack of technical detail; mind you, it's a conceptual book and should not be read for technical know-how but more for understanding the spirit of the machine learning researcher and what the big picture is all about."
,5.0 out of 5 stars,"My boyfriend loves reading, and learning about EVERYTHING. I bought him this book and he's excited to learn! Its hardcover and looks like great quality."
,3.0 out of 5 stars,A difficult read for a non-technical audience.
,5.0 out of 5 stars,This is a very interesting book about where technology is headed.
,5.0 out of 5 stars,Excellent book that explains all the small details as well as the big picture. Highly recommended.
,5.0 out of 5 stars,"I am not going to write a full review, except to say that this is an awesome book and well worth the read. It relies on data rather than anecdote, which I appreciate."
,5.0 out of 5 stars,It is full of data and good analysis
,5.0 out of 5 stars,"As a feminist, this book was an absolute delight to read. Insightful, with proper numbers backing up the information read. For those of us who are deemed as crazy for thinking that this world is not made for all sexes, this book is for you."
,5.0 out of 5 stars,世の中の様々な事柄が、女性のこと（主に、①女性の体のこと、②女性がその多くを担っている家事・育児・介護等（unpaid care work）のこと、③女性が男性から受ける攻撃・暴力等のこと）を考慮に入れないで決められており、結果として女性に不利な、女性に負担を強いる世の中になっている。著者は本書で、そのような事実を具体例、具体的なデータ等を挙げながら丁寧に説明していきます。いくつか例を挙げてみますと…・薬の治験者は主に男性であり、そうして開発された薬が女性にも処方されるが、男性と女性では薬の効き方が異なるので、女性に対して、効かない薬が処方され続けることがある。また、治験者を女性として薬が開発されないので、女性に効く薬が開発されにくい。・自動車の安全性テストは、男性と女性とでは体の特徴が違うにも拘わらず男性のダミーだけで行われるので、衝突時に女性の体に与える影響が検証されておらず、車の事故が発生すると女性の方がより重症になりがち。・最新のテクノロジー製品は、開発者が男性中心なので、音声認識システムは女性の声をうまく認識できないし、スマートフォンは女性の手に収まらない大きさになっている。・仕事で使う農機具、工器具、工事機械、作業服、安全用具等が男性の体を基準に作られているので、女性の体に合わず、女性の体に負担をかけたり、女性の体をしっかり守れていなかったりする。・オフィスは男性の使用を前提に作られているので、ドアは女性にとって重すぎるし、室温は女性にとって低すぎる設定になっている。・女性がその多くを担っている家事、育児、介護等（unpaid care work）の都合を考慮に入れないで街づくりが行われるため、団地や公営住宅の周辺に必要な施設（スーパー、病院、保育園、幼稚園、バス停等々）が設けられていなかったりして、女性に負担がかかっている。・我々は子供の頃から女性に対するステレオタイプ（控え目？優しい？感情的？）が刷り込まれるため、積極的・野心的な行動は、男性だとプラス評価されるが、女性だとマイナス評価されるといったことが起こる。会社、大学等における採用、評価、昇進等においてもそうだし、公職の選挙においてもそうである。・上記のようなステレオタイプがあるため、女性の発言は、男性の発言よりも妨げられ、遮られることが多いし、非難、批判を受けやすい。・女性が男性よりも家事、育児、介護等（unpaid care work）を担っているので、会社内では同じ労働時間であっても、unpaid care workを含めると女性の方が総労働時間が長くなり、結果として女性の方が病気になる可能性が高くなるが、その対策がとられていない。・災害時や紛争時の避難所は、女性のニーズや安全を考慮せずに設営、運営されることが多いので、女性が必要なものを入手できず健康を害したり、男性からの暴力にあったりして、普段よりも一層不利な立場に追い込まれる。・女性の安全を考慮せずに、駅やバス停が建設、設置されるので、女性は男性からの暴力にあうことを恐れて、危険そうな場所や時間帯を避けざるを得ず、女性の行動範囲や行動時間に制約が生じている。他にも沢山、女性が不当に負担を強いられている例が挙げられています。その上で著者は、「人口の半分を占める女性」のことが考慮されずに物事が決定されているのは問題だとして、①女性にも影響を与える事柄を決める際には、男性だけでなく女性の意見やニーズ等もよく聞き、男性だけでなく女性についてのデータも積極的に収集し、その上で意思決定すべきである、②男性は女性のニーズが見えていない（男性と別のニーズがあることに気づかない）ので、意思決定にもっともっと多くの女性を参加させる必要がある、と主張しています。本書では、女性に負担を強いている実例が約300頁にわたって次々と述べられるので、正直なところ圧倒されてしまい、読んでいて少し辛くなってきますが、それだけこの問題は根深いのだと思います。本書を読んで、男性として自分が見えていなかった現状が少し見えてきたので、読んで良かったと思いました。以前読んだSheryl Sandbergの「Lean In」の話が少し出てきたのも、興味深かったです。単語も文章もそこそこ難しく、読むのに多少骨が折れると思いますが、具体的な事例が豊富で、日本の事例もしばしば出てくるので、興味深く読めると思います。時々、文章にユーモアが感じられるのもいいです。これからの社会のあり方を考えるために、女性はもちろんのこと、男性にもぜひとも読んでいただきたい本だと思いました。
,5.0 out of 5 stars,One of the best books I've read all year! Must-read for everyone
,5.0 out of 5 stars,"Este libro no sólo abre los ojos frente a los sesgos de diseño/estructuración de la vida cotidiana, sino que amplía posibilidades de exploración e indagación futura, así como una urgente revisión  de políticas públicas en general."
,5.0 out of 5 stars,"It is a great book. It opens your eyes to sexism in places you wouldn't believe it existed and all supported by real, legitimate data. For the deniers of sexism out there, take that!Great read. Wonderful story-telling. A recommended read for all genders."
,5.0 out of 5 stars,Incredible book.  A must read for any man and woman wanting to give a better future to their daughters.  I literally couldn't put it down.
,5.0 out of 5 stars,This book is eye-opening! It changes how I see the world with every page. Amazing! I'm recommending it to everyone. It must be read.
,5.0 out of 5 stars,this book is an absolute must read. sometimes makes you just furious how disgustingly unfair and unequal our society is. share this book and its knowledge with your fellow male friends and homegrown misogynists/sexists to spread awareness. the book was delivered in a perfect condition.
,5.0 out of 5 stars,Excellent starting point for deep learning.  The author is clear and concise and supplies step by step instructions for getting your feet wet with deep learning software and applications... Kudos... The author needs to write more books.
,5.0 out of 5 stars,Good book to get into deep learning. It gets you a macro view of the topics needed to get you started. I have recommended it to all of my software developers.  They might not develop any ml software but they all need to understand it.
,5.0 out of 5 stars,"This book is very well-written. It worked for me as I have classical statistical and machine learning training, but wanted hands-on experience, which the book provided."
,5.0 out of 5 stars,I like this book~~~ great buying experience ^^
,5.0 out of 5 stars,Excellent book. Was very useful in my deep learning class.
,5.0 out of 5 stars,Good packaging for the book with three types of wraps as in the picture and the book is great for who wanted to lear deep learning. I recommend it with rate 10/10
,5.0 out of 5 stars,Great book to learn on Keras and NN. Loved reading it every page. Learned lots of tricks and tips.
,5.0 out of 5 stars,I would highly recommend this book to anyone who would like to get a good understanding of Deep Learning. Python-based projects are the great resources to align with theory.
,5.0 out of 5 stars,so damn good !
,5.0 out of 5 stars,Well written. Easy to understand. Great examples. Best practices and good defaults for getting started.
,5.0 out of 5 stars,"The book covers more of the topics included in a Machine Learning or Data Science course. It has a balanced mix of theory and practical examples. In this context, the book is perfect for those beginning in this subject. Also for teachers as a reference and to get good examples of hands-on activities, and perhaps, for more experienced users that want to enhance their programming skill and to understand the whole work flow along a machine learning project."
,4.0 out of 5 stars,"Like it overall but could be written in a way easy to follow. Most of time, i am getting lost in details and having hard time to follow.  Good thing is codes in the book are provided over github and author is updating/fixing the code based on feedbacks from the readers."
,5.0 out of 5 stars,There is not a single page you should miss from this work. This book deviates from theoretical ML; however take an approach of actual practitioner from the very beginning. A lot of basic examples. There are various of other resources he adds to help you understand. Check his git-hub code examples. Very simple to comprehend and robust at the same time.This book is a must read for a beginner data scientist.
,5.0 out of 5 stars,"Very insightful book, teaching the aspects of Scikit-Learn and Tensorflow use with python. Not only did I learn something as soon as I opened the book, I am having a blast following along with the examples. In chapter 2 you prepare some data and train and test some actual models. In chapter 3 you get to recreate the famous MNIST test, the “hello world” of machine learning, they say. Scikit-Learn makes these things very simple and easy to understand.My only gripe is that the book could go into a lot more detail about how certain models work and why certain things work the way they do. It could also speak more about the internals of the tools, like Scikit-Learn, and the architecture and function of the code behind the functions.But, overall, this is a great introduction to ML and those two tools."
,4.0 out of 5 stars,"It has been a valuable resource as I have been learning machine learning. My wish is that it had some more instruction on using TensorFlow. That said, this has been an indispensable resource for neural networks, SVMs, and ensemble learning. Chapter 2, and end to end process of developing an ML ""product"", filled in some gaps that were missing from other resources."
,5.0 out of 5 stars,"I am a software engineer who has been curious about machine learning since college. I read this book in my free time hoping to learn more and to scratch the itch to refresh on math and this book blew my expectations out of the water.This book goes into depth to teach readers how the mathematics of the software they are using works, and by doing so it makes machine learning seem like way less of a black box. You understand how support vector machines or varying kinds of neural networks perform machine learning tasks, instead of these models being mostly plug-and-play like other books I have looked at.I especially recommend you do the coding portion and exercises in the book, as they really test your knowledge and make you think. I also recommend Google Colab to host the Jupyter notebooks!"
,5.0 out of 5 stars,"Delivers a well rounded understanding of machine learning and the tools and algorithms that go into the subject.  The author's experience in the field is presented in practical, easy to relate to ways that I found useful immediately.  It's by no means a tutorial and not for someone brand new to python or computer programming but for someone with a bit of experience it's an excellent book for learning how to practically apply machine learning in your own projects."
,5.0 out of 5 stars,"Received this book yesterday evening and I have spent about 5 hours reading the first 2 chapters, browsed the Exercises and Solutions. I have also downloaded the set of Jupyter Notebooks and executed a few of them successfully. There is a wealth of information on ML algorithms and processes discussed in this book. I am eager to read the rest of the book and soak in the tremendous wealth of knowledge presented, with such clarity and purpose. My kudos to Aurelien Geron, for educating us in ML through this well written book."
,3.0 out of 5 stars,"This is much too thick of a book to be paperback.  There's no weight in the cover to hold the book open so you can read and type at the same time.  And it is a book on programming in python, so reading and typing at the same time is pretty important.  If they had a hardcover version, or made it a little taller so it was less thick, it would be great.  but at near 2 inches, it's just too much.The content itself is good.  It reads easy and explains what you're doing well.  It gives good example exercises for practice."
,5.0 out of 5 stars,I've used this book for an undergraduate course in Machine Learning and it did not disappoint at all. The combination of theory and direct applications make this book just excellent. I cannot even begin to recommend a better book for people who want a career in ML.
,4.0 out of 5 stars,A challenging read! But necessary to see the coming revolution.
,5.0 out of 5 stars,:)
,5.0 out of 5 stars,Great primer for a non technical person as myself. Immensely valuable and complex information in a simple form that was easy to grasp.
,1.0 out of 5 stars,Kind of unreadable.  He just rambles on and doesn't explain enough for you to get what's going on.
,4.0 out of 5 stars,Nice overview of the history of AI/ML.
,3.0 out of 5 stars,"Mediocre review of the available literature, IMO."
,5.0 out of 5 stars,I really enjoyed this book and it has opened my mind to new perspectives of machine learning and its place in the future.
,5.0 out of 5 stars,Very well written. Often funny. Very good as an introduction to machine learning. Highly recommended.
,1.0 out of 5 stars,total confusion
,5.0 out of 5 stars,"One of the most fascinating and accessible discussions of machine learning. Feels a bit forced at time, but overall fascinating."
,5.0 out of 5 stars,"Eye-opening insights. I could not put the book away! Incredible research and fundamental data - in my opinion, a must read for everyone!"
,5.0 out of 5 stars,Livro muito bom. Me fez ver a questão da invisibilidade das mulheres numa perspectiva que eu não tinha pensado antes. Realmente há muitas questões ainda a serem tratadas para a igualdade de gênero.
,5.0 out of 5 stars,"Caroline Criado Perez puts concrete numbers on things that before I had only hunches, suspicions and imaginings about. Not did I find out I am I not crazy, but this book opened a whole world for me on how to communicate about gender and society. As she says, women are not a niche, we are 50% of the population, and need to stop treating ourselves as if we were an afterthought in creation. Thank you Caroline, you've hit the nail on the head an in a factual and humouristic way given us avenues to restructure the world as it should be."
,5.0 out of 5 stars,"Ich habe dieses Buch bereits mehreren Menschen in meinem Umfeld empfohlen und kann dies nur weiter tun, es zeigte mir noch einiges auf, was ich nicht wusste."
,5.0 out of 5 stars,Well cited and in depth. Love this book and would encourage everyone who is interested in equality to read it.
,5.0 out of 5 stars,This has opened my eyes to so many things. I now insist on my friends reading it too
,5.0 out of 5 stars,"Este producto es para un regalo, me disgustó que no estuviera envuelto en plástico protector, motivo por el cual venía un poco maltratada la portada de papel y ligeramente manchada la pasta dura."
,5.0 out of 5 stars,It’s been years since I picked up a book that I couldn’t put it down once I started reading.
,5.0 out of 5 stars,"This is an excellent, eye-opening book and well worth the read."
,5.0 out of 5 stars,Super
,4.0 out of 5 stars,Good resource. Pick it up if you’re learning python.
,5.0 out of 5 stars,The book is from one of the prominent person inside the Deep Learning arena. Started with a little history and subjects are increasing in complexity. Necessary in the library of an AI practitioner.
,5.0 out of 5 stars,The content. Use it in my course.
,5.0 out of 5 stars,Very well written and easy to understand.  The author seems to have a knack for taking complex ideas and making them readable for non-academics.
,5.0 out of 5 stars,Very well-written.
,5.0 out of 5 stars,This book is really really cool
,5.0 out of 5 stars,Gift for son. He said it was excellent.
,5.0 out of 5 stars,He explains the blocks of the overarching concepts very clearly. Good book!
,5.0 out of 5 stars,"First listened to this on Audible, liked it so much, I wanted the physical book."
,5.0 out of 5 stars,This is an excellent introductory-intermediate level deep learning book. It covers core concepts as well as practical examples that help to establish your own model. This introduces additional resources that could be helpful.
,5.0 out of 5 stars,This book it my go to book when I have to understand and implement a deep learning algorithm in limited amount of time. It covers the basic and provides good examples that you are good to go right after reading what is said in the session. The graphs and explanation are understandable and concise. It is enjoyable to read even this is supposed to be a tool book. Recommend.
,4.0 out of 5 stars,"The book itself is excellent and very hand-on indeed. However, the book I purchased and filled by amazon has the entire Table of content and preface missing. I couldn't believe it and obviously saw the TOC from the ""look inside"" feature. Very disappointed from whatever the publisher and Amazon fulfillment! I expected the slightly higher price paid for books filled by Amazon would have higher quality."
,4.0 out of 5 stars,"The author does a good job explaining many ML concepts (to the uninitiated like me), but quite a few sections are not clear enough.The book leaves me wondering what is so impressive about discovering past correlations, and extrapolating their validity to the future.  It sounds like most ML approaches are simply attempts at quantified superstition.  Perhaps, that is the value of the book: it can make you disillusioned about ML."
,5.0 out of 5 stars,"I am halfway through the book and trust me being a beginner, I can say this book has helped me in a variety of ways and, to be honest, I can actually apply for Data scientist jobs. Thanks to my professor who recommended me this book!"
,5.0 out of 5 stars,"This book is the first machine learning book you must buy because it covers essentials and the projects. Also it has many concept questions helping you to prepare for machine learning job interviews.As I see, the book is much better than the Pattern Recognition and Machine Learning or Statistical Learning."
,5.0 out of 5 stars,"This book is a real gem, not only giving us the how but the what and why as well. It ably introduces the relevant theory along with how to implement the necessary algorithms in scikit-learn and tensorflow and pointers for more in-depth reading. I've looked at other books on tensorflow and ML and this is the best I've found."
,5.0 out of 5 stars,"Out of the dozen or so books on machine learning and deep learning I've worked through over the past year this has been the best by far. The writing style is concise while still very informative; it gives a great starting point for anyone interested in machine learning/deep learning without getting too bogged down with theory, though it does give just enough to understand what's going on. This book left me wanting more and gave many great leads on where to find information to further my studies. It reinvigorated my desire to work (and play) with machine learning techniques, which was much needed after being let down by so many other books. I highly recommend this book to anyone interested in learning about machine learning and TensorFlow."
,5.0 out of 5 stars,"I come to this with a couple years' experience with Python, and a bit of exposure to Pandas. I found it well-written, concise, and practical where other books on ML have been too dense and theoretical/academic.I would recommend (as does the author n the first pages of the book) having at least a little experience with Python before getting into this."
,5.0 out of 5 stars,"There are plenty of other enthusiastic reviews here, but I nevertheless felt compelled to add another.  I have bought hundreds of technical computer/software books over the past three decades and I would rank this one in the top 1%.  As others have said, the breadth of coverage and clarity of explanation are outstanding."
,4.0 out of 5 stars,Easy to understand coming from an engineering background with plenty of practical examples of different machine learning techniques in python. Various algorithms and analysis techniques are covered but would of liked to have some extra sections cover bayesian models and some statistical evaluation methods. Overall I would buy again but would also complement with another book that goes into greater depth in the theory.
,4.0 out of 5 stars,"As others pointed out, lots of figures are missing in this book because of printing issues. It’s annoying since you won’t be able to follow the author’s comments without those pictures.With that being said, the book itself is very well written and I would recommend it to anyone who is looking for a good beginning book for machine learning and deep learning."
,2.0 out of 5 stars,"Prefer a textbook, a few weeks Python skill and some cloud resources to appreciate the references."
,5.0 out of 5 stars,This book is excellent and it is written by one of the best researchers in machine learning in the whole world.
,4.0 out of 5 stars,A nice introduction to data analysis through statistics. As data analytics matures much of the material presented here will be introduced into a new stat package. As the book promises your new algorithm will not be publishable unless you produce a better algorithm. However an instructor of known knowledge will have employment for years to come teach the rest of the world how to see into the nebulous future
,1.0 out of 5 stars,"This book offers no new insights for machine learning experts. The excessive story telling and missing facts may even confuse newcomers,  since a little knowledge is a dangerous thing. However, the author shows talent in writing science fictional novels."
,2.0 out of 5 stars,"Too lightweight for a practitioner to learn much from it other than the ML World of Pedro Domingos. Yet at the same time too buzzwordy for someone outside the field to really learn anything substantial/actionable from it.  Neural Networks, Random Forests, Naive Bayes, Classifiers, and Genetic Algorithms are really not all that complicated to understand (though admittedly sometimes hard to implement), and they have been explained better elsewhere.  To that end, I highly recommend Michael Nielsen's online book ""Neural Networks and Deep Learning."""
,5.0 out of 5 stars,"Excelente libro lo recomiendo a  cualquiera que se este introduciendo en el mundo del aprendizaje automático., Que deberiamos ser todo o casi todos para no se absolutos"
,5.0 out of 5 stars,Recibí el libro tal como estaba en la descripción de la página y lo recibí antes de la fecha programada por lo que considero un buen servicio del vendedor.
,1.0 out of 5 stars,I didnt like the book at all.
,5.0 out of 5 stars,Un libro che dovrebbero leggere tutti
,3.0 out of 5 stars,"Mi calificación es para la presentación del libro y no para su contenido, pues la portada y contraportada del libro venían algo sucias."
